Title,Album,Artist,Duration,Index
Dark Star,The Information,Beck,225069,2181
Dark Walk,Flying Away ,Smoke City,303238,1158
Darkness,Ghost In The Machine,The Police,193879,1857
Darts Of Pleasure,Franz Ferdinand,Franz Ferdinand,178906,1031
Dazed And Confused,Led Zeppelin,Led Zeppelin,388672,1873
Dazed and Confused (2014 Remaster),Led Zeppelin,Led Zeppelin,388000,1872
"De Do Do Do, De Da Da Da",Zenyatta Mondatta,The Police,248092,750
Dead End Job,Message In A Box,The Police,215222,662
Dead Man Walking,Earthling,David Bowie,446000,2544
Dead Man Walking,Earthling,David Bowie,409988,1041
Dead On Arrival,Take This To Your Grave,Fall Out Boy,194532,1334
Dead on Arrival,Take This To Your Grave,Fall Out Boy,194000,2530
Deaf Mick&#39;s Throwdown,On The Floor At The Boutique,Fatboy Slim,123760,1594
Dear God,Skylarking,XTC,219506,733
Death or Glory (Remastered),London Calling (Remastered),The Clash,235000,2456
Deathwish,Regatta De Blanc,The Police,251974,552
Debaser,Doolittle,Pixies,173190,600
Deee-Lite Theme,World Clique,Deee-Lite,129220,1278
Deep Ending,World Clique,Deee-Lite,228670,943
Deep Kick,One Hot Minute,Red Hot Chili Peppers,392132,791
Deep Shit pt1 &amp; 2,G-Stoned,Kruder &amp; Dorfmeister,379522,1874
Deep,Songs In The Key Of X,Danzig,229736,1123
Deeper Shade Of Soul,Mental Floss for the Globe,Urban Dance Squad,267384,143
Deeper Underground,High Times: Singles 1992-2006,Jamiroquai,284967,186
Delicious Demon,Life&#39;s Too Good,The Sugarcubes,162000,2503
Delicious Demon,Life&#39;s Too Good,Sugarcubes,161174,591
Demolition Man,Ghost In The Machine,The Police,357221,564
Departures,The Power of Suggestion,Karminsky Experience Inc.,263000,1672
Der Kommissar,Der Kommissar,After The Fire,246740,2347
Desert Sky Groove,Interstate &#39;76 Soundtrack,Bullmark,148538,161
Destination Vertical,Unsolved Remained,Masha Qrella,357000,1447
Devil Mood,Flying Away ,Smoke City,269256,799
Devious Methods,Devious Methods,Hive,465946,1556
Diablo Rojo,Rodrigo y Gabriela,Rodrigo Y Gabriela,296000,2494
Diablo Rojo,Rodrigo y Gabriela,Rodrigo Y Gabriela,296800,1335
Diamonds And Gold,Rain Dogs,Tom Waits,152658,1680
Diamonds on the Soles of Her Shoes,Negotiations and Love Songs,Paul Simon,344447,1782
Didn&#39;t Leave Nobody But The Baby,"O Brother, Where Art Thou?","Emmylou Harris, Alison Krauss, and Gillian Welch",117837,1713
Diem,Re-Foc,Rodrigo Y Gabriela,289484,1417
Difference,Chewing Lessons de España,Barefoot Gravediggers,223886,2246
Dirty Laundry,The Mating Game,Bitter:Sweet,200000,2357
Disappear,Absolutely,Madness,178000,2509
Disarm,Siamese Dream,Smashing Pumpkins,196937,779
Discositdown,On The Floor At The Boutique,Fatboy Slim,213200,4
Dismantling Frank,Terrapin,Bonobo,309000,2069
Disparate Youth,Master of My Make-Believe,Santigold,284000,2410
Distance Equals Rate Times Time,Trompe Le Monde,Pixies,83824,467
Disturbance At the Heron House,Document,R.E.M.,214125,756
Divine Hammer,Last Splash,The Breeders,161539,367
Do It,Ill Communication,Beastie Boys,196388,2330
Do Nothing,The Singles Collection,Specials,231530,1895
Do U Like It?,Atlas,Kinky,281190,595
Do What You Want,Oh No,Ok Go,184678,1222
Do You Know How Many Five Is?,Slap Me Five,Five Fingers of Funk,40690,1696
Do You Know Who I Am?,The Fountain,Echo and The Bunnymen,172000,2547
Do You Know Who I Am?,The Fountain,Echo &amp; The Bunnymen,171418,1330
Do You Love Me Now?,Last Splash,The Breeders,181967,60
Do You Want To Fight Me?,The Colors In The Wheel,Venus Hum,201526,893
Doctor Robert,Revolver,The Beatles,134654,1436
Does Everyone Stare,Regatta De Blanc,The Police,227994,566
Don&#39;t Be Blue,Sleeping Gypsy,Michael Franks,209924,2126
Don&#39;t Care,Kollected Works,Klark Kent,130000,728
Don&#39;t Fade On Me,Wildflowers,Tom Petty,211276,1557
Don&#39;t Go,Upstairs At Eric&#39;s,Yaz,190476,1971
Don&#39;t Let&#39;s Start,They Might Be Giants,They Might Be Giants,156054,1120
Don&#39;t Look Back,Fever In Fever Out,Luscious Jackson,190918,977
Don&#39;t Look Back,Angel Milk,Telepopmusik,229060,267
Don&#39;t Stand So Close To Me,Zenyatta Mondatta,The Police,242086,3
Don&#39;t Stop &#39;Til You Get Enough (Single Version),Off the Wall,Michael Jackson,365000,2225
Don&#39;t Stop,Brazilian Girls,Brazilian Girls,229000,1609
Don&#39;t Stop,Rumours,Fleetwood Mac,191152,719
Don&#39;t You (Forget About Me),The Breakfast Club Soundtrack,Simple Minds,391519,827
Don&#39;t You Know,SB2,Gramatik,292000,1488
Doris Dub,Suzuki,Tosca,240533,176
Dose,Short Bus,Filter,232908,291
Down At McDonaldz,I Shall Exterminate Everything Around Me That Restricts Me From Being The Master,Electric Six,241000,2242
Down In The Park,Songs In The Key Of X,Foo Fighters,243802,1565
Down To This,Ruby Vroom,Soul Coughing,229953,390
Down Under  ,Business As Usual,Men At Work,224718,1865
Downtown Train,Rain Dogs,Tom Waits,233038,1446
Dragonfly&#39;s Outro,Wikked Lil&#39; Grrrls,Esthero,241072,1187
Drawing Flies,Badmotorfinger,Soundgarden,146388,232
Dreamwalk Baby,Lovely,The Primitives,121000,2404
Drinkee,Soft Animals,Sofi Tukker,299000,2113
Driven To Tears (Live),Message In A Box,The Police,209345,849
Driven To Tears,Zenyatta Mondatta,The Police,200540,0
Driver 8,Fables Of The Reconstruction,R.E.M.,202930,2308
Drivin&#39; on 9,Last Splash,The Breeders,201318,352
Drown,Singles,Smashing Pumpkins,494286,249
Drug Girls,Simpatico,Velocity Girl,215852,1337
Drug Train,Social Distortion,Social Distortion,221856,737
Drum Trip,When I Woke,Rusted Root,225121,1439
Dry County,Cosmic Thing,The B-52&#39;s,294710,2271
Dry Soul,Time Waits,Bud Powell,405681,959
Dub 56,Dub 56,The Toasters,164398,1089
Dumb,Version 2.0,Garbage,229903,543
Dundadeova,Gran Riserva,dZihan &amp; Kamien,260000,2448
Dundadeova,Gran Riserva,dZihan &amp; Kamien,264254,2169
Dune Buggy,The Presidents of The United States of America,The Presidents Of The United States Of America,164596,2022
Dungeon Sound,SB3,Gramatik,232000,2144
Dyslexic Heart,Singles,Paul Westerberg,271227,255
E-Pro,Guero,Beck,202368,194
E-Rockin&#39; It,Big Wet Kiss,Chucklehead,294684,1033
E.S.P.,World Clique,Deee-Lite,223886,488
Earn Enough for Us,Skylarking,XTC,173212,838
"Easy, Bruno, Easy",The Triplets of Belleville,Ben Charest,175318,184
Easy,Love In The Time Of Science,Emiliana Torrini,183639,607
Ecstasy,When I Woke,Rusted Root,302286,1634
Ecstasy,DDR Max Soundtrack,d-compleX,103636,471
Eddie&#39;s Gun,The Best Of... So Far,The Kooks,134000,1406
Egg Man,Paul&#39;s Boutique,Beastie Boys,176722,2200
Ejercicio,Kinky,Kinky,262110,427
El Capitalismo Foráneo,La Revancha del Tango,Gotan Project,373129,50
El Cielo (feat. Bajka),Berlin Serengeti,Radio Citizen,183000,2399
El Indio,Loteria de la Cumbia Lounge,Charanga Cakewalk,264160,395
El Toro,Black Sands,Bonobo,223314,44
Electioneering,OK COMPUTER,Radiohead,230633,1360
Electric Avenue,Killer on the Rampage,Eddy Grant,223990,972
Electric Barberella,Medazzaland,Duran Duran,257201,837
Electric,Fever In Fever Out,Luscious Jackson,190000,2480
Electric,Fever In Fever Out,Luscious Jackson,190275,1665
Electronic Civil Disobedience,Dude Descending A Staircase,Apollo 440,295000,1970
Elena,Son,Juana Molina,269932,2337
Elephants,Them Crooked Vultures,Them Crooked Vultures,409000,2026
Elysium,Portishead,Portishead,354000,2552
Elysium,Portishead,Portishead,354635,561
Emotion in Motion,Burning Bridges,Naked Eyes,281000,1541
En Los Días De Humedad,Rara,Juana Molina,199082,2127
Enough Space,The Colour And The Shape,Foo Fighters,156315,242
Epic,The Real Thing,Faith No More,292630,1633
Eple (Original Edit),Melody A.M.,Röyksopp,215384,491
Et Dieu Créa La Flemme,Hawaï,Java,252954,2116
Even Better Than The Real Thing,Achtung Baby,U2,221385,244
Even It Up,Bebe le Strange,Heart,310622,1418
Evening In The Tavern,Witcher 3 OST,Paweł Błaszczak,57000,1862
Ever Fallen In Love,Bande A Part,Nouvelle Vague,199000,1573
Everlong,The Colour And The Shape,Foo Fighters,250000,2491
Everlong,The Colour And The Shape,Foo Fighters,250564,124
Every Breath You Take,Synchronicity,The Police,252850,398
Every Little Thing She Does Is Magic,Ghost In The Machine,The Police,260595,295
Everybody Wants To Be Famous,Superorganism,Superorganism,185000,1989
Everybody Wants To Rule The World,Songs From The Big Chair,Tears for Fears,251504,652
Everybody&#39;s Jumpin&#39;,Time Out,Dave Brubeck Quartet,261849,53
Everyday Is A Holiday (With You),Wikked Lil&#39; Grrrls,Esthero,243568,924
Everything (feat. Bajka),Berlin Serengeti,Radio Citizen,243000,2398
Everything Is Ok,Wholeness &amp; Separation,Halou,261846,1919
Everything Right Is Wrong Again,They Might Be Giants,They Might Be Giants,140000,2482
Everything Right Is Wrong Again,They Might Be Giants,They Might Be Giants,140276,1293
Everywhere,Tango In The Night,Fleetwood Mac,221234,484
Ex-Girlfriend,Return Of Saturn,No Doubt,212000,2528
Ex-Girlfriend,Return Of Saturn,No Doubt,212399,576
Excuse Me Mr.,The Singles 1992-2003,No Doubt,184422,704
Exhausted,Foo Fighters,Foo Fighters,343746,1419
Exhuming McCarthy,Document,R.E.M.,201613,99
Expecting,White Blood Cells [Bonus DVD],The White Stripes,122720,1811
Exquisite Corpse,Hedwig And The Angry Inch,Various Artists,174824,1650
Eyes Without A Face,Rebel Yell,Billy Idol,299000,2477
Eyes Without A Face,Rebel Yell,Billy Idol,298318,248
Eyesdown,Black Sands,Bonobo feat. Andreya Triana,324792,212
Época,La Revancha del Tango,Gotan Project,268431,1130
Fa-Fa-Fa,Datarock Datarock,Datarock,306000,2266
Face Pollution,Badmotorfinger,Soundgarden,143698,603
Face to Face,Discovery,Daft Punk,240000,1480
Facing East,The Richest Man In Babylon,Thievery Corporation,222872,478
Faded,The Will To Live,Ben Harper,287950,948
Fair,Whatever And Ever Amen,Ben Folds Five,355941,855
Falcon Freestyle,Slap Me Five,Five Fingers of Funk,317616,1128
Fall In Love,Voices,Phantogram,223000,2382
Fall On Me,Life&#39;s Rich Pageant,R.E.M.,169926,870
Fallin&#39;,Judgment Night,Teenage Fanclub &amp; De La Soul,265584,1721
Falling Into Grace,One Hot Minute,Red Hot Chili Peppers,227110,1254
Falling Through Your Clothes,Twin Cinema,The New Pornographers,173160,1896
Falling to Pieces,The Real Thing,Faith No More,314522,1781
Fallout,Message In A Box,The Police,123402,841
Fast Lane,Mental Floss for the Globe,Urban Dance Squad,208208,1723
Fastlane,Wikked Lil&#39; Grrrls,Esthero,292994,964
Fazer Eyes,Teenager Of The Year,Frank Black,215774,545
Fearless,The Bravery,The Bravery,185000,1422
Feather Pluckn,The Presidents of The United States of America,The Presidents Of The United States Of America,177970,722
Feel Good Inc.,Demon Days,Gorillaz,222639,673
Feeling This is Like to Fall Awake,Wiser,Halou,286416,1596
Feels Just Like It Should,High Times: Singles 1992-2006,Jamiroquai,273081,971
Fell On Black Days,Superunknown,Soundgarden,283034,279
Fell in Love With a Girl,White Blood Cells [Bonus DVD],The White Stripes,109616,163
Fiddle Riddle,Teenager Of The Year,Frank Black,210910,667
Fields Of Joy,Mama Said,Lenny Kravitz,236444,1576
Fight Like A Brave,The Uplift Mofo Party Plan,Red Hot Chili Peppers,233376,887
Fine,Chewing Lessons de España,Barefoot Gravediggers,194948,2305
Finer,Carboot Soul,Nightmares On Wax,210000,1562
Finest Worksong,Document,R.E.M.,230138,930
Fingertips,Love In The Time Of Science,Emiliana Torrini,223314,574
Fire,Are You Experienced,Jimi Hendrix Experience,164580,1142
Fireplace,Document,R.E.M.,204408,642
Firestarter,The Fat Of The Land,Prodigy,279000,2421
Fistful Of Steel,Rage Against The Machine,Rage Against The Machine,329628,1401
Fisticuffs,Brown Album,Primus,264004,554
Flexible Strategies,Message In A Box,The Police,223686,707
Flimsy Girl,At Dajhelon,Francis,301262,94
Flipher Overture,Breath From Another,Esthero,42224,1469
Flipside,Last Splash,The Breeders,118976,175
Float Through Stars,Somewhere Else Is Here,Funky Lowlives,252000,1943
Floaty,Foo Fighters,Foo Fighters,269267,499
Flute Loop,Ill Communication,Beastie Boys,114000,1993
Flute Loop,Ill Communication,Beastie Boys,114782,1917
Flutter,Dial &#39;M&#39; for Monkey,Bonobo,284000,2089
Fly,Floored,Sugar Ray,244000,2237
Flying Away,Flying Away ,Smoke City,227448,1589
Flying,Magical Mystery Tour,The Beatles,136500,1023
Foc,Re-Foc,Rodrigo Y Gabriela,337532,379
Focus On Sight,The Mirror Conspiracy,Thievery Corporation,227000,2532
Focus On Sight,The Mirror Conspiracy,Thievery Corporation,227315,1402
Follow My Ruin,The Understanding,Röyksopp,231000,2455
Follow My Ruin,The Understanding,Röyksopp,230880,983
Follow Your Bliss,Cosmic Thing,The B-52&#39;s,248343,2260
Follow Your Bliss,Cosmic Thing,The B-52&#39;s,249000,2259
Food &amp; Creative Love,When I Woke,Rusted Root,252993,938
For All The Cows,Foo Fighters,Foo Fighters,209239,41
Fortress Around Your Heart,The Dream Of The Blue Turtles,Sting,279000,1620
Foxey Lady,Are You Experienced,Jimi Hendrix Experience,198791,1683
Franco,The Rhythmatist,Stewart Copeland,130286,1366
Frankly Mr Shankly,The Queen Is Dead,The Smiths,138813,975
Freak Like Me,The Id,Macy Gray,217989,582
Freak Momma,Judgment Night,Mudhoney &amp; Sir Mix-a-Lot,240916,1864
Freddie Freeloader,Kind Of Blue,Miles Davis,573170,910
Free Day,Chewing Lessons de España,Barefoot Gravediggers,172692,2245
Free Nelson Mandela,The Singles Collection,Specials,273156,1563
Free Your Mind,Beyond Good &amp; Evil,Christophe Heral,80184,980
Freedom Rock,Teenager Of The Year,Frank Black,257382,666
Frenzy,Songs In The Key Of X,Screamin&#39; Jay Hawkins,130234,698
Fresh In My Mind,Mellowdramatic,A Forest Mighty Black,358000,1751
Fresh Tendrils,Superunknown,Soundgarden,256519,1642
Friday I&#39;m In Love,Wish,The Cure,214000,1995
Friday,"Beatz &amp; Pieces, Vol. 1",Gramatik,202000,2083
Friends Forever,Hi Hi Puffy AmiYumi,Puffy Ami Yumi,241000,2432
From Blown Speakers,Electric Version,The New Pornographers,168532,1773
From Creation,The Richest Man In Babylon,Thievery Corporation,260202,1034
From Out of Nowhere,The Real Thing,Faith No More,201526,2068
Fruit Machine,We Started Nothing,The Ting Tings,172641,393
Fuckin With My Head (Mountain Dew Rock),Mellow Gold,Beck,220194,178
Fucking Boyfriend,The Bird And The Bee,The Bird &amp; The Bee,195239,62
Fucking in Rhythm &amp; Sorrow,Life&#39;s Too Good,Sugarcubes,190953,1304
Fully Retractable,El Oso,Soul Coughing,205843,1979
Fun and Mini-Games,Beyond Good &amp; Evil,Christophe Heral,113854,1484
Funk Is On The Loose,Big Wet Kiss,Chucklehead,272792,1928
Funky 97,Slap Me Five,Five Fingers of Funk,268632,24
Funky Bar 100,Beyond Good &amp; Evil,Christophe Heral,162500,999
Funky Crime,The Uplift Mofo Party Plan,Red Hot Chili Peppers,179920,1210
Funky Monks,Blood Sugar Sex Magik,Red Hot Chili Peppers,321880,898
Futterman&#39;s Rule,Ill Communication,Beastie Boys,222000,2223
Futterman&#39;s Rule,Ill Communication,Beastie Boys,222406,2224
Futterman&#39;s Rule,Ill Communication,Beastie Boys,222000,1916
Futuristic Casket,Eyelid Movies,Phantogram,217000,2146
Fyah Fyah,Selah Sue,Selah Sue,244000,2150
GJ!,METAL RESISTANCE,BABYMETAL,176000,2269
Gabriel (MJ Cole Mix),What Sound,Lamb,421564,1233
Gabriel (Nellee Hooper Mix),What Sound,Lamb,242502,989
Gabriel,What Sound,Lamb,259428,449
Gadje Sirba,The Way the Wind Blows,A Hawk and a Hacksaw,147000,1224
Galapogos,Mellon Collie And The Infinite Sadness: Dawn To Dusk,Smashing Pumpkins,286328,548
Gamma Ray,Modern Guilt,Beck,176000,2034
Gangsters,The Singles Collection,Specials,168038,1072
Garden Of Earthly Delights,Oranges &amp; Lemons,XTC,301678,1900
Gates Of Steel,Freedom of Choice,Devo,208026,822
Geek U.S.A.,Siamese Dream,Smashing Pumpkins,313286,74
Generals and Majors,Upsy Daisy Assortment,XTC,221962,1810
Generique,Jazz Impressions Of Black Orpheus (Limited Edition),Vince Guaraldi Trio,285000,1817
Gerbil,Short Bus,Filter,200720,122
Get A Move On!,Keep It Unreal,Mr. Scruff,205000,2232
Get Around To It,Out Of The Woods,Tracey Thorn,360000,2368
Get It Together,Ill Communication,Beastie Boys,244556,214
Get Lucky (Radio Edit) (feat. Pharrell Williams &amp; Nile Rodgers),Get Lucky,Daft Punk,248000,2343
Get Me Off,Rooty,Basement Jaxx,291000,1759
Get Up ... Carmen,Ballroom Stories,Waldeck,243000,1599
Getting into the Jam,Fire,Electric Six,134000,2141
Ghost Town,The Singles Collection,Specials,356200,1771
Ghosts &#39;n&#39; Stuff (Original Instrumental Mix) (feat. Rob Swire),Ghosts &#39;n&#39; Stuff (Original Instrumental Mix),Deadmau5,370000,2279
Ghosts,Velocifero,Ladytron,282000,2313
Ghostwriter,Deadringer: Deluxe,RJD2,317000,2086
Giant Steps,Giant Steps,John Coltrane Quartet,283452,1315
Gigantic,Surfer Rosa,Pixies,235728,890
Gimme All Your Lovin,Eliminator,ZZ Top,241084,165
Gimme All Your Lovin&#39; or I Will Kill You,The Id,Macy Gray,285620,639
Gimme Chocolate!!,BabyMetal,Babymetal,230000,2270
Gimme The Car,Violent Femmes,Violent Femmes,304044,327
Gin And Tonic And Red Red Roses,Katamari Fortissimo Damacy,Namco,270348,1711
Girl U Want,Freedom of Choice,Devo,176540,1324
"Girl, You Have No Faith In Medicine",Elephant,The White Stripes,196846,1598
Girlfriend is Better,Speaking In Tongues,Talking Heads,263068,637
Girlfriend,Girlfriend,Matthew Sweet,220000,2365
Girls And Boys (7&#39;&#39; Mix),Blur: The Best Of,Blur,259000,2312
Girls Just Want To Have Fun  ,She&#39;s So Unusual,Cyndi Lauper,236444,1885
Girls On Film,Duran Duran,Duran Duran,212869,907
Girls on Film (Night Mix) [Extended Version],Duran Duran,Duran Duran,346000,2241
Give It Away,Blood Sugar Sex Magik,Red Hot Chili Peppers,281658,1074
Glamour Boys,Vivid,Living Colour,220000,1974
Glory Box,Dummy,Portishead,305577,217
Go Away,The Understanding,Röyksopp,231946,1299
Go Go Dancer,Made In USA,Pizzicato Five,273390,339
Go With The Flow,Songs For The Deaf,Queens Of The Stone Age,187113,425
Go Your Own Way,Rumours,Fleetwood Mac,217568,630
Go,The Jazz Influence: Electronic Jazz Compiled by Kevin Yost,Fast Talker,279136,1624
God (2015 Remastered),Under The Pink (Remastered),Tori Amos,235000,1985
God Bless,Lamb,Lamb,353407,1139
God Is God,Bible Of Dreams,Juno Reactor,411268,2047
Gold Lion,Show Your Bones,Yeah Yeah Yeahs,187000,2375
Gold Rush,270 Stories,Belleruche,233000,1256
Gold,Lamb,Lamb,339771,1047
Golden Touch (Full Length),Up All Night,Razorlight,205000,1379
Goldrush (Instrumental),Session 1,The Herbaliser,340000,1752
Gone Daddy Gone,Violent Femmes,Violent Femmes,186277,283
Gong Rock,The Rhythmatist,Stewart Copeland,215644,1902
Good Beat,World Clique,Deee-Lite,277836,1026
Good Grief,Foo Fighters,Foo Fighters,241238,635
Good Is Me (EP Version),Instant 0 In The Universe,Stereolab,324000,1382
Good Pain,Mental Jewelry,Live,339000,2512
Good Time Boys,Mother&#39;s Milk,Red Hot Chili Peppers,300222,301
Good Time Girl (feat. Charlie Barker),Treehouse,Sofi Tukker,184000,1957
Good Times Bad Times,Led Zeppelin,Led Zeppelin,166111,1303
Good Times Roll,The Cars,The Cars,224000,2049
Goodbye Seventies,Upstairs At Eric&#39;s,Yaz,153338,1093
Goody Goody,Dub 56,The Toasters,137820,1062
Goody Two Shoes,Friend or Foe,Adam Ant,209586,203
Gorecki,Lamb,Lamb,389377,2106
Got Me Under Pressure (2008 Remaster),Eliminator,ZZ Top,243000,1804
Got Me Under Pressure,Eliminator,ZZ Top,243069,1805
Got To Give it Up,Live at the London Palladium,Marvin Gaye,714573,1129
Gouge Away,Doolittle,Pixies,165066,801
Goya no Machiawase,Noragami Original Soundtrack,Hello Sleepwalkers,169754,486
Grandelinquent,Kollected Works,Klark Kent,190086,1363
Grass,Skylarking,XTC,185808,448
Gratitude,Check Your Head,Beastie Boys,165668,77
Great DJ,We Started Nothing,The Ting Tings,202812,394
Great Spot,Kinky,Kinky,199469,498
Green Mind,Green Mind,Dinosaur Jr,298629,917
Grey Cell Green,God Fodder,Ned&#39;s Atomic Dustbin,224666,378
Groove Holmes,Check Your Head,Beastie Boys,152646,113
Groove Is In The Heart,World Clique,Deee-Lite,230906,1727
Groovin&#39;,Mushroom Jazz 6,Kero One,205818,1640
Guerrilla Radio,The Battle Of Los Angeles,Rage Against The Machine,206000,2071
Gun Street Girl,Rain Dogs,Tom Waits,276978,1412
Guns Of Navarone,The Singles Collection,Specials,139490,1205
Gut Feeling,Q: Are We Not Men? A: We Are Devo!,Devo,298480,1735
Gypsy,Mirage,Fleetwood Mac,263848,970
Had a Dad,Nothing&#39;s Shocking,Jane&#39;s Addiction,225000,2516
Had a Dad,Nothing&#39;s Shocking,Jane&#39;s Addiction,225253,558
Hag,Last Splash,The Breeders,175006,68
Half Moon,Pearl,Janis Joplin,233820,2324
Half,Superunknown,Soundgarden,134607,1171
Halo,Violator,Depeche Mode,268536,1288
Hand of Doom,Paranoid,Black Sabbath,427596,192
Hands Off...She&#39;s Mine,I Just Can&#39;t Stop It,The English Beat,179616,598
Hands,Broken Boy Soldiers,The Raconteurs,241238,1846
Hands,Broken Boy Soldiers,The Raconteurs,241000,1845
Hang Down Your Head,Rain Dogs,Tom Waits,154128,1770
Happiness,Seventh Tree,Goldfrapp,255000,2070
Happy Hour,London 0 Hull 4,The Housemartins,143000,492
Happy Meal,Life,Cardigans,156520,1241
Happy Phantom,Little Earthquakes,Tori Amos,196144,1199
Happy Up Here (Instrumental),Röyksopp.com,Röyksopp,160966,2008
Happy Up Here,Junior,Röyksopp,163681,1838
Happy Up Here,Junior,Röyksopp,163000,1837
Happy Valentine&#39;s Day,The Love Below,Outkast,323105,861
Hard On Me,Wildflowers,Tom Petty,227474,1470
Hard to Beat,Best Of 2004 - 2014,Hard-Fi,253000,1367
Hard to Explain,Is This It,The Strokes,224337,131
Harder Better Faster Stronger,Harder Better Faster Stronger,Daft Punk,226000,2352
"Harder, Better, Faster, Stronger",Discovery,Daft Punk,224000,2258
Harmonicas Are Shite,Maim That Tune,Fila Brazillia,391000,1250
Harry,The Id,Macy Gray,190222,1924
Hateful,London Calling,Clash,165386,85
Have a Good Time,Negotiations and Love Songs,Paul Simon,201968,369
Haze Of Love,Motorcade Of Generosity,Cake,187096,1612
Head Down,Superunknown (Deluxe Edition),Soundgarden,369000,2523
Head Down,Superunknown,Soundgarden,369786,1024
Head On,Trompe Le Monde,Pixies,133458,755
Head Over Heels,Talk Show,The Go-Go&#39;s,217000,1961
Headache,Teenager Of The Year,Frank Black,172563,845
Headbanger,Black Moon Spell,King Tuff,208000,1996
Heads Will Roll,It&#39;s Blitz!,Yeah Yeah Yeahs,221000,2426
Healing Vision,DDR Max Soundtrack,De-sire,102154,2202
Heart Attack Man,Ill Communication,Beastie Boys,134922,2222
Heart Go Boom (Instrumental Version),Gettin&#39; High On Your Own Supply,Apollo 440,301000,2033
Heart It Races (Cover Version),Heart It Races,Dr Dog,233000,1497
Heart Of Glass,Parallel Lines,Blondie,206076,867
Heart Of Stone,The Innocents,Erasure,201010,715
Heart Of The Sunrise,Fragile,Yes,689520,2073
Heartbeats,Deep Cuts (Bonus Tracks),The Knife,231000,1581
Heartbreaker (2005 Digital Remaster),Greatest Hits,Pat Benatar,208326,487
Heartbreaker,Led Zeppelin [Box Set] Disc 1,Led Zeppelin,254090,1870
Heartless,Magazine,Heart,299182,1664
Heaven Knows I&#39;m Miserable Now (2008 Remaster),The Sound of the Smiths (Deluxe) [2008 Remaster],The Smiths,216000,1463
Heaven Knows,Now And Zen,Robert Plant,245470,638
Heaven Must Be Missing An Angel,Anthology,Tavares,394135,1466
Heaven Sent,Breath From Another,Esthero,270312,613
Heaven,What Sound,Lamb,298974,798
Heaven&#39;s Gonna Burn Your Eyes,The Richest Man In Babylon,Thievery Corporation,250381,1190
Hell Yes,Guero,Beck,197928,1035
Hella Good,The Singles 1992-2003,No Doubt,242257,189
Hello Goodbye,Magical Mystery Tour,The Beatles,210574,609
Hello,Hello,Poe,270426,2209
Help I&#39;m Alive,Fantasies,Metric,285000,1668
Here And Now,Aurora Gory Alice,Letters To Cleo,218000,2192
Here Come The Bastards,Sailing The Seas Of Cheese,Primus,172562,1852
Here Comes President Kill Again,Oranges &amp; Lemons,XTC,213980,1161
Here Comes The Rain Again,Touch,Eurythmics,305344,137
Here Comes Your Man,Doolittle,Pixies,201000,2502
Here Comes Your Man,Doolittle,Pixies,201715,416
Here Is No Why,Mellon Collie And The Infinite Sadness: Dawn To Dusk,Smashing Pumpkins,224016,708
Here It Goes Again,Oh No,Ok Go,179826,1007
Here To Go,Shout,Devo,333241,287
Here&#39;s Where The Story Ends,"Reading, Writing And Arithmetic",The Sundays,234286,2060
Heroine (Anymore),Sans Soucie,Halou,295490,1702
Hey Baby [Feat. Bounty Killer],The Singles 1992-2003,No Doubt,206783,188
Hey Ladies,Paul&#39;s Boutique,Beastie Boys,226330,1732
Hey Lion,Soft Animals,Sofi Tukker,209000,2108
Hey Man Nice Shot,Short Bus,Filter,312988,477
Hey Ya!,The Love Below,Outkast,235230,345
"Hey Young World, part 2",The Id,Macy Gray,242034,1051
Hey! Get Out Of My Way,Life,Cardigans,210054,481
"Hey, Johnny Park!",The Colour And The Shape,Foo Fighters,248265,234
Hey,Doolittle,Pixies,211459,956
Hideous Towns,"Reading, Writing &amp; Arithmetic",The Sundays,225000,2504
Hideous Towns,"Reading, Writing And Arithmetic",The Sundays,225722,1309
High Noon,G-Stoned,Kruder &amp; Dorfmeister,384540,1875
High Plains Drifter,Paul&#39;s Boutique,Beastie Boys,251888,1028
High Roller,Grim Fandango,Peter McConnell,102778,2319
High Roller,Vegas,The Crystal Method,329740,180
High Times,High Times: Singles 1992-2006,Jamiroquai,249127,929
Higher Ground,Original Musiquarium,Stevie Wonder,222065,1794
Higher Ground,Mother&#39;s Milk,Red Hot Chili Peppers,202057,323
Highway Star,Machine Head,Deep Purple,368000,2467
Highway Star,Machine Head,Deep Purple,368532,1276
Him To Me To You,Wiser,Halou,250094,1992
Hip Hug Her,The Best Of Booker T. &amp; the MG,Booker T. &amp; the MGs,147172,54
Hip Hug-Her,The Best Of Booker T &amp; The MG&#39;s,Booker T &amp; The MG&#39;s,147000,2524
Hit Me With Your Best Shot (2002 Digital Remaster),Greatest Hits,Pat Benatar,172486,1863
Hobo Humpin Slobo Babe,We Care,Whale,239516,1682
Hold Me Now,Into The Gap,Thompson Twins,285402,1196
Hold Me,Mirage,Fleetwood Mac,224484,1018
Hole In My Life,Outlandos D&#39;Amour,The Police,290113,643
Holiday,Weezer,Weezer,204928,286
Holographic Universe,The Cosmic Game,Thievery Corporation,221052,1386
Holy Water,Badmotorfinger,Soundgarden,307510,326
Home Now,Return Of Saturn,No Doubt,274805,796
Home Sweet Home,Beyond Good &amp; Evil,Christophe Heral,170690,166
Honey Bee,Wildflowers,Tom Petty,297284,14
Honey,Suzuki,Tosca,355446,230
