Title,Album,Artist,Duration,Index
Mirando de Lado (Remastered),Kinky,Kinky,284000,2495
Mirror People,Earth Sun Moon,Love And Rockets,244868,1869
Mirror in the Bathroom,I Just Can&#39;t Stop It,The English Beat,190352,683
Mis Dos Pequenas,Cachaito,Orlando Lopez,245804,6
Misery Business,Riot!,Paramore,211000,1434
Misinformed,El Oso,Soul Coughing,204928,706
Miss Gradenko,Synchronicity,The Police,119522,556
Miss It So Much,Junior,Röyksopp,300274,1834
Miss It So Much,Junior,Röyksopp,301000,1833
Missing Link,Judgment Night,Dinosaur Jr &amp; Del The Funky Homosapien,238602,374
Missing,Guero,Beck,283817,2187
Missing,Guero,Beck,283000,2186
Mission Code: B.F.A.M.,Interstate &#39;76 Soundtrack,Bullmark,129480,1492
Mission at Hand,The Jazz Influence: Electronic Jazz Compiled by Kevin Yost,Black Fuse,352040,2276
Misterioso,The Best of Thelonious Monk,Thelonious Monk,202124,806
Moar Jive,"Beatz &amp; Pieces, Vol. 1",Gramatik,218000,1941
Modern Industry,Fishbone,Fishbone,265000,1967
Modern Love,Let&#39;s Dance,David Bowie,237978,63
Mon meilleur ami,Pop Up,Yelle,237000,1380
Mona,Dub 56,The Toasters,184314,1714
Money Changes Everything  ,She&#39;s So Unusual,Cyndi Lauper,301652,341
Money For Nothing,Brothers In Arms,Dire Straits,248612,807
Monkey Gone To Heaven,Doolittle,Pixies,177474,426
Monkey Wrench,The Colour And The Shape,Foo Fighters,231495,423
Monopoly,Time Waits,Bud Powell,290472,2115
Monster Hospital,Live It Out,Metric,210000,2414
Montana,Big Beautiful Sky,Venus Hum,224024,2306
Montego Bay Spleen,Tourist,St. Germain,340990,1554
Mood Swing,Fever In Fever Out,Luscious Jackson,201404,1648
Moon Rocks,Speaking In Tongues,Talking Heads,303446,834
Moon Sammy,Ruby Vroom,Soul Coughing,249049,580
Moon,Mickey Mouse Operation,Little People,227000,1508
Moral Kiosk,Murmur,R.E.M.,212478,742
More Than Anything In This World,Mama Said,Lenny Kravitz,207246,2299
Morning Star,Morning Star,Flunk,232000,1663
Mother Mother,The Burdens Of Being Upright,Tracy Bonham,180000,2044
Mother and Child Reunion,Negotiations and Love Songs,Paul Simon,168298,1797
Motorcrash,Life&#39;s Too Good,Sugarcubes,142209,1215
Motorway to Roswell,Trompe Le Monde,Pixies,282516,833
Mountain Song,Nothing&#39;s Shocking,Jane&#39;s Addiction,242000,2540
Mountain Song,Nothing&#39;s Shocking,Jane&#39;s Addiction,242729,714
Moves Within Time - 1st Movement,Devious Methods,Hive,190684,1392
Movin&#39; Out (Anthony&#39;s Song),The Stranger,Billy Joel,210000,258
Mr. Bitterness,Ruby Vroom,Soul Coughing,333006,800
Mr. Gorgeous (and Miss Curvaceous),Flying Away ,Smoke City,261352,515
Mr. Grieves,Doolittle,Pixies,125268,1693
Mr. Maker,Konk,The Kooks,180000,1266
Mr. Me,Lincoln,They Might Be Giants,112000,2518
Mr. Me,Lincoln,They Might Be Giants,112065,1316
Mr. P.C.,Giant Steps,John Coltrane Quartet,416544,1012
Mr. Roboto,Greatest Hits,Styx,329316,2287
Muck,Green Mind,Dinosaur Jr,254696,2064
Munaye,Ethiopiques 4,Mulatu Astatqé,301938,2080
Murder By Numbers,Synchronicity,The Police,275574,815
Music Takes Me Up (feat. Alice Russell),Ninja Tuna,Mr Scruff,328000,1749
Mutherfuker,Mellow Gold,Beck,124514,198
Muzzle,Mellon Collie And The Infinite Sadness: Dawn To Dusk,Smashing Pumpkins,223106,885
My Best Friend&#39;s Girl,The Cars,The Cars,223000,2048
My Best Friend&#39;s Hot,Because I&#39;m Awesome,The Dollyrots,190000,2085
My Fair Lady,The WIRED CD,David Byrne,211042,1442
My Favourite Game,Gran Turismo,The Cardigans,220000,2434
My Finest Hour,"Reading, Writing And Arithmetic",The Sundays,239723,608
My Friend,Goodbye Country (Hello Nightclub),Groove Armada,300000,1368
My Generation,DDR Max Soundtrack,Captain Jack,88842,726
My Generation,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,220012,688
My God is So Quiet,Atlas,Kinky,181116,859
My Hero,The Colour And The Shape,Foo Fighters,260046,138
My Lovely Man,Blood Sugar Sex Magik,Red Hot Chili Peppers,277784,1426
My Lover&#39;s Box,Garbage,Garbage,234104,693
My Moon My Man,The Reminder,Feist,228000,1494
My Name Is Jonas,Weezer,Weezer,203762,535
My Name Is Mud,Pork Soda,Primus,285636,663
My Nutmeg Fantasy,The Id,Macy Gray,293956,1393
My Poor Brain,The Colour And The Shape,Foo Fighters,213575,679
My Wave,Superunknown,Soundgarden,312630,1945
Mysterons,Dummy,Portishead,306204,686
Mystery Van,Hey Judy,Cowpokes,137098,1528
Mystify,Kick,Inxs,196742,2329
Mystify,Kick,INXS,196000,2328
Naima,Giant Steps,John Coltrane Quartet,258269,446
Naive,Inside In / Inside Out,The Kooks,203000,2217
Naive,Naïve,The Kooks,203000,1371
Naked Eye,Fever In Fever Out,Luscious Jackson,279448,1232
Naked and Famous,The Presidents of The United States of America,The Presidents Of The United States Of America,224729,2054
Namaste (2009 Digital Remaster),Check Your Head (Deluxe Version),Beastie Boys,241000,2476
Namaste,Check Your Head,Beastie Boys,241136,45
Name Of The Game,Tweekend,The Crystal Method,255109,458
Nancy (With The Laughing Face),Ballads,John Coltrane Quartet,193905,625
Nancy Boy,Placebo,Placebo,210000,1587
Nao Posso Demorar (Diesler remix),Remixes # 2,The Juju Orchestra,277000,381
Natural One (feat. Folk Implosion),Kids Original Motion Picture Soundtrack,Folk Implosion,189000,1451
Nausea,The Information,Beck,173921,93
Navy Bean,The Burdens Of Being Upright,Tracy Bonham,167000,1489
Nâo Posso Demorar feat. Katia B,Bossa Nova Is Not A Crime,The Juju Orchestra,388000,1738
Nearly Lost You,Singles,Screaming Trees,247116,250
Need You Tonight,Kick,Inxs,181662,1131
Never Get Outta The Car,Interstate &#39;76 Soundtrack,Bullmark,210262,1036
Never Had No One Ever,The Queen Is Dead,The Smiths,218381,317
Never Recover,First Band On The Moon,Cardigans,200697,1457
Never Win,Odyssey,Fischerspooner,239000,2153
Never,Heart,Heart,244374,1748
Neverland,Introduction,TAKÉNOBU,294000,1578
Nevermind,Freaky Styley,Red Hot Chili Peppers,167102,1955
New Damage,Badmotorfinger,Soundgarden,339745,922
New Direction,Hey Judy,Cowpokes,133458,1532
New Feeling,Talking Heads: 77,Talking Heads,189307,604
New In Town,Hands,Little Boots,199000,2188
New Moon On Monday,Seven and the Ragged Tiger,Duran Duran,256285,429
New One,Re-Foc,Rodrigo Y Gabriela,368134,1595
New Soul,Yael Naïm,Yael Naïm,225000,2253
New Way Home,The Colour And The Shape,Foo Fighters,340215,1390
New Year,Last Splash,The Breeders,115544,195
New Year&#39;s Day (Remastered 2008),War,U2,335000,2487
New Year&#39;s Day,War,U2,335618,20
New Years,Citrus,Asobi Seksu,181000,1244
New,Return Of Saturn,No Doubt,266969,304
Next To You (Live),Message In A Box,The Police,191164,572
Next To You,Outlandos D&#39;Amour,The Police,171988,261
Night On Bald Mountain,Creepy Classics,Various Artists,715260,1520
Night Over Manaus,Hôtel Costes A Decade,Boozoo Bajou,380000,2392
Nightboat From Alaska,Private,speedometer.,339768,1091
Ninth Heaven,Grim Fandango,Peter McConnell,77532,1659
Nite Club,The Singles Collection,Specials,190762,1958
Nitemare Hippy Girl,Mellow Gold,Beck,174590,56
No Aloha,Last Splash,The Breeders,126672,406
No Chump Love Sucker,The Uplift Mofo Party Plan,Red Hot Chili Peppers,161356,399
No Complaints,The Information,Beck,180347,1235
No Kid,Mental Floss for the Globe,Urban Dance Squad,218478,359
No Meaning No,The WIRED CD,Chuck D with Fine Arts Militia,191958,89
No Myth,March,Michael Penn,250744,2081
No New Tale To Tell,Earth Sun Moon,Love And Rockets,205478,1043
No One Else,Weezer,Weezer,183846,411
No One&#39;s Leaving,Ritual De Lo Habitual,Jane&#39;s Addiction,181131,842
No Ordinary Love,Love Deluxe,Sade,440472,1709
No Quarter,Houses Of The Holy,Led Zeppelin,421694,1638
No Seas Antipatica,Son,Juana Molina,260442,2051
No Sides (Wanker&#39;s Corner),Rochester Sessions,Francis,240474,2079
No Sides,Francis,Francis,232232,1359
No Surprises,OK COMPUTER,Radiohead,228543,1697
No Thugs In Our House,Upsy Daisy Assortment,XTC,309582,2017
No Time This Time,Regatta De Blanc,The Police,197666,125
No. 13 Baby,Doolittle,Pixies,230594,1265
Nobody Really Cares If You Don&#39;t Go to the Party,"Sometimes I Sit and Think, and Sometimes I Just Sit (Special Edition)",Courtney Barnett,166000,1914
Nobody&#39;s Fault But Mine,Led Zeppelin [Box Set] Disc 4,Led Zeppelin,376290,2298
Noche De Toxinas,Kinky,Kinky,256676,569
Noctuary,Dial &#39;M&#39; for Monkey,Bonobo,322000,2088
Noise in this World,I Just Can&#39;t Stop It,The English Beat,136018,665
None Of Dem,Body Talk,Robyn,311000,2387
Nookie,Significant Other,Limp Bizkit,289564,2336
Not Afraid,Atlas,Kinky,188318,272
Not Fair,"It&#39;s Not Me, It&#39;s You",Lily Allen,201000,2359
Not My Idea,Garbage,Garbage,221152,1427
Not So Blue,Apricot Morning,Quantic,306000,1549
Nothing Achieving,Message In A Box,The Police,116401,711
Nothing Can Stop Us,Foxbase Alpha,Saint Etienne,261000,1384
Nothing Owed,Dial &#39;M&#39; for Monkey,Bonobo,376000,2094
Nothing,Shooting Rubberbands at the Stars,Edie Brickell &amp; New Bohemians,291262,1689
Nothing&#39;s Gonna Change My Clothes,They Might Be Giants,They Might Be Giants,118986,15
Nova do Brasil,Ritmo Del Futura,Una Mas Trio,246000,2006
Now Get Busy,The WIRED CD,Beastie Boys,145444,713
Now I Know Why,Chewing Lessons de España,Barefoot Gravediggers,224406,1887
Nth Degree,Morningwood,Morningwood,235000,2435
Nugget,Fashion Nugget,Cake,237224,1013
Numb,Dummy,Portishead,237973,42
Numbers - Interlude No. 1,Flying Away ,Smoke City,333060,1929
Numero Deux,Numero Deux,The Dining Rooms,276000,2264
O Dia Em Que Faremos Contato,Lenine,Lenine,283060,950
O My God,Synchronicity,The Police,241176,408
O Nosso Amor,Jazz Impressions Of Black Orpheus (Limited Edition),Vince Guaraldi Trio,295000,1818
Oblivion,The Id,Macy Gray,167678,1588
Ocean Beat,Suzuki,Tosca,272611,171
Ocean Size,Nothing&#39;s Shocking,Jane&#39;s Addiction,259683,584
Ode To The Big Sea,Channel 1 Suite / Ode To The..,The Cinematic Orchestra,339000,1485
Office Girls,Kollected Works,Klark Kent,138320,1112
Office Talk,Kollected Works,Klark Kent,647530,2326
Oh My Golly!,Surfer Rosa,Pixies,155166,925
Oh! You Pretty Things (2015 Remaster),Hunky Dory (2015 Remastered Version),David Bowie,194000,1496
Ohio&#39;s Rhythm,Chewing Lessons de España,Barefoot Gravediggers,185822,2251
Olé Mulholland,Teenager Of The Year,Frank Black,280410,689
Omegaman,Ghost In The Machine,The Police,167835,1861
Omid (Hope),The Richest Man In Babylon,Thievery Corporation,228282,1230
On A Plain,Nevermind,Nirvana,194427,505
On Any Other Day,Regatta De Blanc,The Police,176978,695
On Her Majesty&#39;s Secret Service,Decksandrumsandrockandroll,Propellerheads,560922,142
One Angry Dwarf and 200 Solemn Faces,Whatever And Ever Amen ((Remastered Edition)),Ben Folds Five,232000,2526
One Angry Dwarf and 200 Solemn Faces,Whatever And Ever Amen,Ben Folds Five,232357,419
One Big Mob,One Hot Minute,Red Hot Chili Peppers,360698,882
One Hot Minute,One Hot Minute,Red Hot Chili Peppers,382044,811
One More For Eleanor,Chewing Lessons de España,Barefoot Gravediggers,218010,2249
One Of The Millions,Oranges &amp; Lemons,XTC,276950,123
One On One (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,258000,2154
One Thing Leads To Another,Reach The Beach,The Fixx,199000,2001
One Tree Hill,The Joshua Tree,U2,322374,631
One World (Not Three),Ghost In The Machine,The Police,286560,1860
One,Achtung Baby,U2,276190,120
One,What Sound,Lamb,255346,32
Only A Broken Heart,Wildflowers,Tom Petty,269672,1784
Only In Dreams,Weezer,Weezer,477100,29
Only Shallow,Loveless,My Bloody Valentine,257000,1586
Only This Moment,The Understanding,Röyksopp,235000,2499
Only This Moment,The Understanding,Röyksopp,235700,981
Only You,Upstairs At Eric&#39;s,Yaz,195550,1284
Only You,Portishead,Portishead,300950,504
Opening Theme,The Triplets of Belleville,Ben Charest,52156,2065
Operation Spirit,Mental Jewelry,Live,198032,1354
Oracion Lucumi,Cachaito,Orlando Lopez,250770,514
Ordinary World,DDR Max Soundtrack,Aurora,90324,314
Organic Anti-Beat Box Band,The Uplift Mofo Party Plan,Red Hot Chili Peppers,242268,1937
Organic Beauty,Beyond Good &amp; Evil,Christophe Heral,114920,2021
Original Bedroom Rockers,G-Stoned,Kruder &amp; Dorfmeister,365716,1876
Original Fire,Revelations,Audioslave,218512,1408
Orozco,Suzuki,Tosca,323726,183
Oscar feat. Anna Clementi,Dehli 9,Tosca,320000,1449
Other Voices,Staring At The Sea: The Singles,The Cure,267592,119
Our House,Rise and Fall,Madness,201532,23
Outshined,Badmotorfinger,Soundgarden,310619,531
Outskirts Of Novigrad,Witcher 3 OST,Percival &amp; Marcin Przybyłowicz,364173,2103
Over My Head,Fleetwood Mac,Fleetwood Mac,213694,1143
Over The Hills And Far Away,Houses Of The Holy,Led Zeppelin,290949,1176
Over The Line,Tweekend,The Crystal Method,412464,1617
Overblast!!,DDR Max Soundtrack,L.E.D. Light,69602,1775
Overblown,Singles,Mudhoney,182052,252
Owner Of A Lonely Heart,90125,Yes,267332,730
Oxford Comma,Vampire Weekend,Vampire Weekend,194896,1592
P.Y.T. (Pretty Young Thing),Thriller,Michael Jackson,239000,2185
POW,Check Your Head,Beastie Boys,133955,260
PPA,Rodrigo y Gabriela,Rodrigo Y Gabriela,251238,1559
Pa Pa Pa Palavas,The Triplets of Belleville,Ben Charest,169754,160
Pain Lies On The Riverside,Mental Jewelry,Live,311664,571
Papa&#39;s Got A Brand New Bag,The 50th Anniversary Collection,James Brown,126594,2078
Paranoid,Paranoid,Black Sabbath,172120,82
Paris,Re-Foc,Rodrigo Y Gabriela,231296,723
Parlay&#39;n,Interstate &#39;76 Soundtrack,Bullmark,140660,441
Party at Ground Zero,Fishbone,Fishbone,390000,1966
Pass The Mic,Check Your Head,Beastie Boys,255866,1217
Passing By,When It Falls,Zero 7,291000,1454
Passion,In A Space Outta Sound,Nightmares On Wax,420000,2433
Pay No Mind (Snoozer),Mellow Gold,Beck,194000,2479
Pay No Mind (Snoozer),Mellow Gold,Beck,194038,1378
Payback Recon,Interstate &#39;76 Soundtrack,Bullmark,82992,65
Peace Of Mind,Selah Sue,Selah Sue,244000,2130
Peace-Out,DDR Max Soundtrack,DJ Nagurero,77012,1344
Peaches,The Presidents of The United States of America,The Presidents Of The United States Of America,171701,953
Peanuts,Outlandos D&#39;Amour,The Police,234812,747
Pedestal,Dummy,Portishead,221020,284
"Peer Gynt Suite No. 1, Op. 46: No. 1, Morning Mood","Grieg, Edvard: The Masterpiece Collection",Edvard Grieg,236275,2285
"Peer Gynt, Suite No. 1, Op. 46: I. Morning Mood",Edvard Greig: Peer Gynt Suites No. 1 + 2 · Works for Piano Solo,Stefan Jeschko,236000,2284
Penitent,Songs In Red And Gray,Suzanne Vega,256938,919
Pentagram,Motorcade Of Generosity,Cake,139152,1660
People Are People (2006 Remaster),Some Great Reward (2006 Remastered Edition),Depeche Mode,232000,2501
People Are People,Some Great Reward,Depeche Mode,232122,1297
People of the Sun,Evil Empire,Rage Against The Machine,150000,1548
Perfect Circle,Murmur,R.E.M.,210000,2492
Perfect Circle,Murmur,R.E.M.,210466,702
Perfect,Adore,Smashing Pumpkins,202696,1106
"Perhaps, Perhaps, Perhaps",Fashion Nugget,Cake,142818,1234
Personal Jesus,Violator,Depeche Mode,294815,61
Pépètes,Hawaï,Java,239720,1878
Phantom Bride,The Innocents,Erasure,212582,658
Phantom,Cross,Justice,262000,1491
Phenomena,Show Your Bones,Yeah Yeah Yeahs,250000,2314
Philosophy,Naked Baby Photos,Ben Folds Five,292127,2174
Phun-Ky,On The Floor At The Boutique,Fatboy Slim,284206,1006
Piano Black,Cowboy Bebop Tank! The! Best!,Seatbelts,167154,1828
Pick Up Sticks,Time Out,Dave Brubeck Quartet,255424,1764
Pick Up,Dial &#39;M&#39; for Monkey,Bonobo,248000,2095
Pie in the Sky,Teenager Of The Year,Frank Black,133484,895
Pigs In Zen,Jane&#39;s Addiction,Jane&#39;s Addiction,294005,1515
Pigs in Zen,Nothing&#39;s Shocking,Jane&#39;s Addiction,270550,1332
Pilgrimage,Murmur,R.E.M.,270469,668
Pimp Like Me,Interstate &#39;76 Soundtrack,Bullmark,92300,459
Pink Champagne,The Colors In The Wheel,Venus Hum,285506,1107
Pink Thing,Oranges &amp; Lemons,XTC,227058,1113
Planet Caravan,Paranoid,Black Sabbath,273650,2143
Planet Tokyo,Hi Hi Puffy AmiYumi,Puffy Ami Yumi,229000,2431
Planet of Sound,Trompe Le Monde,Pixies,126353,1690
Play For Today,Staring At The Sea: The Singles,The Cure,218478,745
Play That Funky Music,Wild Cherry,Wild Cherry,197158,334
Play,Play America,Flunk,246000,1669
Poetry And Prose,The Beavis And Butt-Head Experience,Primus,227344,2037
Policy of Truth,Violator,Depeche Mode,294083,724
Polite Dance Song,Ray Guns Are Not Just The Future,The Bird And The Bee,226000,2162
Pont Des Arts,Tourist,St. Germain,443456,1065
Poor Leno,Melody A.M.,Röyksopp,236782,1081
Poor Skeleton Steps Out,Oranges &amp; Lemons,XTC,206960,1935
Porcelina Of The Vast Oceans,Mellon Collie And The Infinite Sadness: Dawn To Dusk,Smashing Pumpkins,561554,1214
Portorose in July,"Beatz &amp; Pieces, Vol. 1",Gramatik,271000,2029
Power Of Love,World Clique,Deee-Lite,280540,358
Prelude,Black Sands,Bonobo,77974,396
Presidente (Remastered),Atlas (Remastered),Kinky,202000,2515
Presidente,Atlas,Kinky,202734,1904
Pretty In Pink,Greatest Hits,The Psychedelic Furs,238783,1339
Pretty Pink Ribbon,Comfort Eagle,Cake,187616,1178
Primary,Staring At The Sea: The Singles,The Cure,214812,71
Printemps,Cœur de pirate,Coeur de pirate,124000,2441
Priscilla,Songs In Red And Gray,Suzanne Vega,254247,1892
Private Eyes (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,217000,2158
Private Idaho,Wild Planet,The B-52&#39;s,216396,2275
Private Idaho,Wild Planet,The B-52&#39;S,216000,2274
Private Roots,Private,speedometer.,289796,960
Prohibido,Loteria de la Cumbia Lounge,Charanga Cakewalk,284492,460
"Promises, Promises",Burning Bridges,Naked Eyes,268000,1539
Promises,Bury The Hatchet,The Cranberries,327000,2533
Proxy,The Fountain,Echo &amp; The Bunnymen,195263,1308
Psycho Killer,Talking Heads 77,Talking Heads,260000,2457
Psycho Killer,Talking Heads: 77,Talking Heads,260228,38
Psychopath,On The Floor At The Boutique,Fatboy Slim,253214,435
Puke + Cry,Green Mind,Dinosaur Jr,266526,1208
Pull Up the Roots,Speaking In Tongues,Talking Heads,309582,1444
Pulled Up,Talking Heads: 77,Talking Heads,268902,892
Pump It Up,This Year&#39;s Model,Elvis Costello &amp; The Attractions,196000,2055
Pump Up The Jam,Pump Up the Jam: The Album,Technotronic,321620,384
Pumpkin Soup,Made of Bricks,Kate Nash,179000,1189
Pumpkin,Maxinquaye,Tricky,270704,2097
Punk Rock Classic,Mother&#39;s Milk,Red Hot Chili Peppers,106366,315
Purple Haze,Are You Experienced,Jimi Hendrix Experience,165903,1654
Purple Toupee,Lincoln,They Might Be Giants,160417,1329
Push It Out,The Three E.P.&#39;s,The Beta Band,322609,1151
Push It,Version 2.0,Garbage,242573,986
Pussy,Brazilian Girls,Brazilian Girls,248000,2265
Put Your Hand Inside The Puppet Head,They Might Be Giants,They Might Be Giants,132674,1271
Put Your Hand Inside the Puppet Head,They Might Be Giants,They Might Be Giants,132000,2517
Quelqu&#39;un M&#39;a Dit,Quelqu&#39;un M&#39;a Dit,Carla Bruni,165849,1149
Queremos Paz,La Revancha del Tango,Gotan Project,316157,494
Questional Directions,Devious Methods,Hive,251758,1067
Qué Onda Guero,Guero,Beck,209317,1248
Quiet,Siamese Dream,Smashing Pumpkins,222772,100
Quit It,Hey Judy,Cowpokes,129142,373
Rabid Child,They Might Be Giants,They Might Be Giants,91297,1269
Race Car Ya-Yas,Fashion Nugget,Cake,80548,872
Radar Love,Moontan,Golden Earring,386000,2417
Radio Free Europe,Murmur,R.E.M.,245209,830
Radio,High Times: Singles 1992-2006,Jamiroquai,251420,575
Rain Bird,Earth Sun Moon,Love And Rockets,196508,2122
Rain Dogs,Rain Dogs,Tom Waits,176800,34
Rain,When I Woke,Rusted Root,223188,1209
Ramble On,Led Zeppelin [Box Set] Disc 1,Led Zeppelin,274022,802
Ranking Full Stop,I Just Can&#39;t Stop It,The English Beat,167338,140
Raphael,Quelqu&#39;un m&#39;a dit,Carla Bruni,147000,2058
Rara,Rara,Juana Molina,186680,1905
Raspberry Beret (LP Version) [Explicit],Around The World In A Day [Explicit],Prince,211146,1733
Rat Race,The Singles Collection,Specials,190788,1630
Rawnald Gregory Erickson the Second,STRFKR,STRFKR,173000,1579
Ray,At Dajhelon,Francis,221026,271
Ready For Action,Tweekend,The Crystal Method,300066,1425
Ready To Roll,Sleepwalking,Rae &amp; Christian,304000,1487
Rebel Rebel,Diamond Dogs,David Bowie,272558,1253
Rebel Rebel,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,Seu Jorge,164762,634
Rebel Yell,Rebel Yell,Billy Idol,287869,215
Red Light Indicates Doors Are Secured,"Whatever People Say I Am, That&#39;s What I Am Not",Arctic Monkeys,145028,196
Red Rain,So,Peter Gabriel,337246,2321
Red Right Hand,Songs In The Key Of X,Nick Cave And The Bad Seed,370622,1468
Redemption Song,Legend,Bob Marley,227864,2136
Redemption,Beyond Good &amp; Evil,Christophe Heral,112918,1054
Redencion,Cachaito,Orlando Lopez,289458,523
Reflections On The Screen,Superorganism,Superorganism,232000,1988
Regatta De Blanc,Regatta De Blanc,The Police,185154,262
Reggae Fusion,Interstate &#39;76 Soundtrack,Bullmark,58916,474
Rehumanize Yourself,Ghost In The Machine,The Police,190431,1859
Relating to a Psychopath,The Id,Macy Gray,288075,497
Relaxation Spa Treatment,The WIRED CD,Dan the Automator,204386,117
Remind Me (Radio Edit),Melody A.M.,Röyksopp,216000,2546
Remind Me (Radio Edit),Melody A.M.,Röyksopp,216685,1286
Remote Control,Hello Nasty,Beastie Boys,178808,744
Reptilia,Room On Fire,The Strokes,219844,2416
Respectable Street,Upsy Daisy Assortment,XTC,186680,1414
Retox,Halfway Between The Gutter And The Stars,Fatboy Slim,316342,1546
Revelations,Revelations,Audioslave,252105,1097
Revenge Rocco Style,Interstate &#39;76 Soundtrack,Bullmark,168350,179
Revenge!,The WIRED CD,Spoon,147446,391
Revolution Solution,The Cosmic Game,Thievery Corporation,221516,1948
Rhiannon,Fleetwood Mac,Fleetwood Mac,251316,1424
Rhythm Section Want Ad,They Might Be Giants,They Might Be Giants,141000,2545
Rhythm Section Want Ad,They Might Be Giants,They Might Be Giants,141477,1305
Rhythm and Police,DDR Max Soundtrack,CJ Crew,87360,76
Rich Girl (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,144000,2195
Ricky&#39;s Theme (Remastered 2009),Ill Communication (Deluxe Version) [Remastered],Beastie Boys,223000,2220
Ricky&#39;s Theme,Ill Communication,Beastie Boys,223399,2221
Right As Rain,19,Adele,197353,106
"Right Here, Right Now","You&#39;ve Come A Long Way, Baby",Fatboy Slim,387000,2280
Ring Of Fire,Social Distortion,Social Distortion,230828,1438
Rio,Rio,Duran Duran,325091,655
Riot Radio,The Dead 60s,The Dead 60s,145000,1420
Ripple,Deadicated,Jane&#39;s Addiction,279248,1290
Rise,Slap Me Five,Five Fingers of Funk,221647,1772
Ritch in a Ditch,Kollected Works,Klark Kent,148772,1926
"River Deep, Mountain High",The Innocents,Erasure,422108,1321
River Euphrates,Surfer Rosa (Remastered),Pixies,152000,2538
River Euphrates,Surfer Rosa,Pixies,152920,812
Roads,Dummy,Portishead,305159,701
Robot Rock (Edit),Robot Rock,Daft Punk,187000,2349
Rock Lobster,The B-52s,The B-52&#39;s,293072,2282
Rock Me Amadeus,Falco 3,Falco,203178,865
Rock The Casbah,Combat Rock,The Clash,222430,2013
Rock This Town,Built For Speed,Stray Cats,207020,687
Rock &#39;N&#39; Roll,Jane&#39;s Addiction,Jane&#39;s Addiction,243668,1175
Rock &#39;n&#39; Roll High School,Loud Fast,The Ramones,137402,563
Rockaway Beach,Loud Fast,The Ramones,126667,1323
Rocket (Remastered),Siamese Dream (Deluxe Edition),Smashing Pumpkins,246000,2535
Rocket,Bestoisu!!!!,POLYSICS,176000,1249
Rocket,Siamese Dream,Smashing Pumpkins,246439,1181
Rocking Horse,Hey Judy,Cowpokes,276770,490
Roi,Last Splash,The Breeders,250432,167
Roll It Up,Tweekend,The Crystal Method,360516,1095
Roll Me In,Katamari Fortissimo Damacy,Namco,354432,1087
Rolling,El Oso,Soul Coughing,216344,2205
Root Down,Ill Communication,Beastie Boys,212000,2486
Root Down,Ill Communication,Beastie Boys,212114,1086
Rose Rouge,Tourist,St. Germain,418626,1952
Rough Rider,I Just Can&#39;t Stop It,The English Beat,292568,743
Roundabout (2008 Remaster),Fragile,Yes,515000,2464
Roundabout,Fragile,Yes,513630,803
Roxanne,Outlandos D&#39;Amour,The Police,194768,332
Rub &#39;Till It Bleeds,Rid Of Me,PJ Harvey,303000,2052
Rubacava,Grim Fandango,Peter McConnell,67262,2294
Rubble,Simpatico,Velocity Girl,279240,1050
Ruby My Dear,The Best of Thelonious Monk,Thelonious Monk,187304,565
Ruby Sees All,Motorcade Of Generosity,Cake,179530,104
Rude Boys Outta Jail,The Singles Collection,Specials,160446,1706
"Rudi, A Message to You",The Singles Collection,Specials,172536,1628
Rudie Can&#39;t Fail,London Calling,Clash,210912,731
Runaway,High Times: Singles 1992-2006,Jamiroquai,225628,544
Runnin&#39; (Extended),Marc Mac presents Visioneers - Dirty Old Hip Hop,Visioneers,246000,1662
Running One,Run Lola Run,"Tykwer, Klimek &amp; Heil",330720,1085
Running Two,Run Lola Run,"Tykwer, Klimek &amp; Heil",252486,1679
Rush,The Globe,Big Audio Dynamite II,257000,2238
Rusty Cage,Badmotorfinger,Soundgarden,265924,555
S.O.S.,Last Splash,The Breeders,91286,475
SKY,Private,speedometer.,301418,1655
SPRORGNSM,Superorganism,Superorganism,200000,1987
Sabotage,Ill Communication,Beastie Boys,178000,2522
Sabotage,Ill Communication,Beastie Boys,178442,1894
Sabrosa,Ill Communication,Beastie Boys,209502,59
Safe Place,The Chillout Lounge - Box Set,Plej,274144,299
Sail,Megalithic Symphony Deluxe,AWOLNATION,259000,2364
Saints,Last Splash,The Breeders,151952,594
Salta-Lenin-El-Atlas (Remastered),Atlas (Remastered),Kinky,224000,2496
Salta-Lenin-El-Atlas,Atlas,Kinky,224807,509
Salute Your Solution,Salute Your Solution,The Raconteurs,179000,2148
Samba De Orpheus,Jazz Impressions Of Black Orpheus (Limited Edition),Vince Guaraldi Trio,339000,1819
Samba Tranquille,The Mirror Conspiracy,Thievery Corporation,186512,1356
Samburu Sunset,The Rhythmatist,Stewart Copeland,375700,1475
San Antonio,Kinky,Kinky,210132,1340
Sandstorm,DDR Max Soundtrack,Darude,88842,357
Santa Fe,The Rip Tide,Beirut,254000,1601
Santa Maria (del Buen Ayre),La Revancha del Tango,Gotan Project,357978,46
Sara Smile (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,187000,2159
