Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"For Shame: &#39;80s &amp; &#39;90s Guilty Pleasures","By Google Play Music","Bust a move like nobody&#39;s watching. Relive the pop, hip-hop and alt-rock songs you not-so-secretly love to sing along to.","","Journey, a-ha, Nina Persson, The Cardigans, Spin Doctors, Natalie Imbruglia, House of Pain, The Proclaimers, 4 Non Blondes, Deee-lite, New Radicals, Kris Kross, Mariah Carey, Eagle-Eye Cherry, Hanson, The Outfield, ","Grammys&#39; Guilty Pleasures, &#39;90s One-Hit Wonders, Karaoke Classics, &#39;90s Bar Mitzvah Party , &#39;80s Sing-Alongs, Girls Just Wanna Have Fun, &#39;80s Pop-Rock Hits, Feelin&#39; Good in the &#39;80s, Headbands &amp; Legwarmers: &#39;80s Workout, Punchbowl Pop Throwbacks, Feelin&#39; Good in the &#39;90s, Music From MTV&#39;s Golden Age (1981-1990), &#39;80s Wedding Dance Party, Buns of Steel: &#39;90s Workout, Classic Feel-Good Pop, Pop Life in the &#39;80s, "
