Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"New Wave/Post-Punk Radio","Google Play Music","Features popular New Wave/Post-Punk songs including Duran Duran, The Cure, Tears for Fears, and more.","","Duran Duran, The Cure, Tears for Fears, New Order, Howard Jones, Depeche Mode, Billy Idol, INXS, The Cars, The Human League, Simple Minds, Blondie, A Flock Of Seagulls, ABC, David Bowie, Eurythmics, ","Essential New Wave, Your Own John Hughes Movie, Music From MTV&#39;s Golden Age (1981-1990), Your Own &#39;80s Teen Comedy, Short Shorts &amp; Water Sports: &#39;80s Summer Pop, Classics from &#39;80s, &#39;80s One-Hit Wonders, Pop Life in the &#39;80s, Shaun&#39;s Zombie Killers, Crying On My Keyboards, &#39;80s Prom Dance, &#39;80s Pop-Rock Hits, &#39;80s Dance Hits, Headbands &amp; Legwarmers: &#39;80s Workout, Let the Good Times Rock, She Bop: Ladies of the &#39;80s, "
