Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Walking on Sunshine","By Google Play Music","Start skipping down the street with these ebullient hits.","","Michael Jackson, Queen, Frankie Valli, Justin Timberlake, Pharrell Williams, Boston, OutKast, Whitney Houston, Rick Springfield, Bruce Springsteen, The Jackson 5, Hall &amp; Oates, Kenny Loggins, Nina Persson, The Cardigans, Earth, Wind &amp; Fire, ","Mom-Jean Jams, Ultimate Family Party, Celebrate Good Times!, Skipping Through Summer Rain, Karaoke Classics, Impromptu Patio Party!, Classic Feel-Good Pop, Shiny, Happy Pick-Me-Ups, &#39;90s Bar Mitzvah Party , Bright-Eyed and Bushy-Tailed, &#39;80s Sing-Alongs, &#39;80s Pop-Rock Hits, Feelin&#39; Good in the &#39;80s, &#39;80s Wedding Dance Party, For Shame: &#39;80s &amp; &#39;90s Guilty Pleasures, The Happiest Pop Hits, "
