Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Floating Through the Atmosphere","By Google Play Music","Embark on an atmospheric musical journey featuring trippy electronica, drum &amp; bass, indie rock, and reggae. 
","","Kid Cudi, Portishead, alt-J, The Cure, Beach House, Grimes, M83, Jeremy Gara, Arcade Fire, Boards Of Canada, Flume, Animal Collective, FC Kahuna, Metronomy, Madonna, The Glitch Mob, ","Bedroom Chillout, Play It Cool, Trip Hop, Indie Yoga, Downtempo Soundscapes, Neon Lounge Seduction, The Blue Hour: Sunrise Chillout, Beach Grooves, Indie Zen, The Birth of the Bristol Sound, Trip Hop Explorations, Electronic Wallpaper, The World of Radiohead, The Perfect Drive, Open Sea Sailing Lounge, Sleepy Indie Synths, "
