Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Swinging Jazz","By Google Play Music","This uptempo mix of straightahead jazz will help you swing into action.","","Sonny Rollins, Clifford Brown, Bud Powell, Lee Morgan, Cannonball Adderley, Jackie McLean, Wynton Kelly, Ahmad Jamal, Duke Ellington, Sonny Stitt, Chet Baker, Art Blakey, Lee Konitz, Gene Ammons, Zoot Sims, Horace Silver, ","Instrumental Jazz Cocktail Party, Jazz Focus, Classic Piano Jazz, Up Jumped Spring, Muted Jazz, Everybody Loves Ellington, Vintage Jazz Brunch, Upbeat Jazz Commute, Cozy Jazz, Cool Jazz for Warm Nights, Bop Ballads, Essential Soul Jazz, Mingus Dynasty, Blue Note 80, Jazz Women: The Bandleaders and Instrumentalists , Stormy Weather Jazz, "
