Title,Artist,Description,Removed,"Other artists on this station","Similar stations"
"Groove Armada Radio","Groove Armada","Hear songs by Groove Armada, Layo &amp; Bushwacka!, Jakatta, Bent, and more.","","Layo &amp; Bushwacka!, Jakatta, Bent, Leftfield, Basement Jaxx, Moloko, Rae &amp; Christian, Faithless, Deep Dish, Crazy Penis, Nightmares On Wax, Max Sedgley, X-Press 2, Zero 7, A Man Called Adam, Stereo MC&#39;s, Fatboy Slim, ","Modern Cocktail Chic, The Biggest Beats, Beach Grooves, From South Beach to St. Tropez, Trip Hop Explorations, Trip Hop, Downtempo Soundscapes, Neon Lounge Seduction, Analogue Bubblebath, Trip Hop Instrumentals, L&#39;Histoire de French Electronica, 303s at 3 a.m., Essential House, &#39;90s Dance Crossover, Floating Through the Atmosphere, In the Euro Hotel Lounge, "
