Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Dancing With Myself","By Google Play Music","You&#39;ll be dancing with yourself in no time to these spikey, off-kilter rock songs.","","The Strokes, Ramones, Spoon, Saint Motel, Prince, Bow Wow Wow, Islands, a-ha, The Killers, Michael Jackson, Franz Ferdinand, The Black Keys, Weezer, INXS, Muse, The Human League, ","Skipping Through Summer Rain, Dive Bar Karaoke, Winter Games: Inspiration and Motivation, Essential New Wave, Your Own John Hughes Movie, Ultimate Halloween Party, Music From MTV&#39;s Golden Age (1981-1990), Let the Good Times Rock, Shaun&#39;s Zombie Killers, Your Own &#39;80s Teen Comedy, Rooftop Rock, Pop Life in the &#39;80s, Short Shorts &amp; Water Sports: &#39;80s Summer Pop, Unexpected Best Night Ever, &#39;80s Dance Hits, Headbands &amp; Legwarmers: &#39;80s Workout, "
