Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Classics from &#39;80s","By Google Play Music","Zip back to the 80&#39;s with this feel-good selection","","The Cars, Wham!, Bruce Springsteen, Kenny Loggins, Eurythmics, Fine Young Cannibals, Hall &amp; Oates, Huey Lewis, Queen, REO Speedwagon, Foreigner, Yes, The Outfield, Elton John, Depeche Mode, Men at Work, ","Short Shorts &amp; Water Sports: &#39;80s Summer Pop, Music From MTV&#39;s Golden Age (1981-1990), &#39;80s Prom Dance, Pop Life in the &#39;80s, Feelin&#39; Good in the &#39;80s, &#39;80s Pop-Rock Hits, &#39;80s Biggest Hits, Headbands &amp; Legwarmers: &#39;80s Workout, &#39;80s One-Hit Wonders, &#39;80s Sing-Alongs, &#39;80s Dance Hits, Essential New Wave, Marty&#39;s &#39;80s Mixtape, &#39;80s Wedding Dance Party, Leap Back: Hits From 1988, &#39;80s Training Montage, "
