Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Cocktail Party Jazz","By Google Play Music","Get dressed up, grab a cocktail, and listen to some upbeat standards by jazz greats from Louis Armstrong to Miles Davis and beyond.","","John Coltrane, Charlie Parker, Sonny Rollins, Charles Mingus, Miles Davis, Dizzy Gillespie, Herbie Hancock, Louis Armstrong, Frank Sinatra, Duke Ellington, Coleman Hawkins, Milt Jackson, Wes Montgomery, Dexter Gordon, Jane Bunnett, Denzil Best, ","Upbeat Jazz Commute, Mingus Dynasty, Zen-Out Jazz, Stormy Weather Jazz, Up Jumped Spring, Everybody Loves Ellington, Jazz Feels the Blues, Blue Note 80, The Jazz Message, Vintage Jazz Brunch, Bop Ballads, Classic Piano Jazz, Cool Jazz for Warm Nights, Cozy Jazz, A Fine Romance, Jazz Focus, "
