Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Put a Little Spring in Your Step","By Google Play Music","Spring into sunny weather with these soulful, bouncy and brassy tunes -- a playlist that sounds exactly like a warm breeze feels.","","Mayer Hawthorne, Sharon Jones &amp; The Dap-Kings, Clean Bandit, The Weeknd, Hall &amp; Oates, Michael Jackson, Earth, Wind &amp; Fire, Naughty Boy, The Cars, Deee-lite, Amy Winehouse, Billy Joel, Empire of The Sun, The Black Keys, Lauryn Hill, Bruno Mars, ","Fun &amp; Funky, Impromptu Patio Party!, Dancing Into Spring, Disco Sweat, Shiny, Happy Pick-Me-Ups, Unexpected Best Night Ever, Wedding Party Walk Out , Family Dinner, Bright-Eyed and Bushy-Tailed, Get Down On It: &#39;70s R&amp;B Party, Celebrate Good Times!, Michael Jackson Dance Party, Fun Family R&amp;B, Soul Glo, Daft Punk: Unmasked, "
