Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"80’s Flashback Radio","Mira Perkins","Features songs similar to those in 80’s Flashback including Duran Duran, Culture Club, Thompson Twins, and more.","","Duran Duran, Culture Club, Thompson Twins, Howard Jones, Tears for Fears, A Flock Of Seagulls, ABC, The Human League, Berlin, Yazoo, OMD - Orchestral Manoeuvres in the Dark, Naked Eyes, Kajagoogoo, Dead or Alive, Wang Chung, The Psychedelic Furs, ","New Wave Dance Party, Crying On My Keyboards, Your Own John Hughes Movie, She Bop: Ladies of the &#39;80s, Your Own &#39;80s Teen Comedy, Essential New Wave, The &#39;80s in 12 Inches, &#39;80s One-Hit Wonders, Heavenly &#39;80s, Shaun&#39;s Zombie Killers, Classics from &#39;80s, Music From MTV&#39;s Golden Age (1981-1990), &#39;80s Blue-Eyed Soul, Dark Side of the Synth, College Radio Memories, Up All Night with Nile Rodgers, "
