Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"&#39;90s Alternative Rock Hits","By Google Play Music","Bust out out your flannel shirt and listen to these essential &#39;90s alt-rock songs.","","Pearl Jam, Nirvana, Red Hot Chili Peppers, Oasis, Gin Blossoms, Green Day, The Cranberries, Soundgarden, Weezer, Alice in Chains, LIVE, Alanis Morissette, Hole, The Offspring, Foo Fighters, Counting Crows, ","&#39;90s Alt-Rock Heartthrobs, &#39;90s Alt Rock Ballads, Nirvana &amp; Chill, Modern Rock Hits, Brooding with the Night&#39;s Watch, Happy in The Alt-Rock &#39;90s, Woodstock &#39;99, SoCal Summer Classics, Music From &#39;Daria&#39;, Lollapalooza&#39;s First Era, The World of Foo Fighters, Angela Chase&#39;s So-Called Playlist, Good Ol&#39; Canadian Bush Party, All-Time Alt, Downhill Racer, Emotive Alternative Rock, "
