Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Epic Classic Rock","By Google Play Music","Run through the jungle or take a trip around the dark side of the moon with these epic classic rock songs from the &#39;60s and &#39;70s.","","Led Zeppelin, Black Sabbath, Pink Floyd, Styx, Rush, Elton John, Journey, Queen, Jimi Hendrix, The Rolling Stones, Jefferson Airplane, Lynyrd Skynyrd, Yes, Kansas, Aerosmith, Cream, ","Classic Rock&#39;s Greatest Hits, Classic Rock Primer, Classic Rock Workout, Classic Rock Guitar Solos, Turn On, Drop Out: Defiant Classic Rock, Dad Rock Through The Ages, The World of The Doors, Trans Am Rock, Classic Rock Party, Shredding the Slopes, Ultimate Pop-Rock Road Trip, Rock &#39;n&#39; Roll Resistance, &#39;70s Pop-Rock Hits, Late Night Classic Rock, Essential Hard Rock, Meet the Parents, "
