Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Trans Am Rock","By Google Play Music","With the sun gleaming off your hood, take the top down and hit the highway with these certified rock classics blasting from your speakers!","","The Rolling Stones, Aerosmith, Queen, Boston, Tom Petty, Jimi Hendrix, Journey, Led Zeppelin, REO Speedwagon, ZZ Top, AC/DC, Cheap Trick, Van Halen, Deep Purple, Judas Priest, George Thorogood, ","Classic Rock Workout, Classic Rock Party, Turn On, Drop Out: Defiant Classic Rock, Classic Rock&#39;s Greatest Hits, Feel-Good Classic Rock, Classic Rock Run (130bpm), Mullet Madness, Dad Rock Through The Ages, Biker Bar Rock, Get Pumped: Rock Anthems, Epic Classic Rock, Ultimate Pop-Rock Road Trip, Classic Rock Primer, Essential Hard Rock, Guitars &amp; Good Times, Start Your Engines, "
