Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Cardio Hip Hop","By Google Play Music","This collection of heart-thumping hip hop beats will help you reach the next level in your cardio workouts.","","Drake, Tyga, Lil Wayne, Cardi B, Migos, Big Sean, Iggy Azalea, Kendrick Lamar, French Montana, DJ Khaled, Future, O.T. Genasis, Nicki Minaj, JAY-Z, Yo Gotti, YG, ","Three Wheel Motion, School Spirit: HBCU Edition, Beast Mode Hip Hop, Ultimate Hip-Hop Party, Hip Hop Festival Headliners, Hip Hop Homies, Young Money&#39;s Dynasty, The Twerk Tape, Friday Night Lights, The Best of Quality Control, Top Hip Hop of 2018, Khaled&#39;s Keys, Bad Gal Pregame, Hip Hop and R&amp;B After-Party, Hip-Hop Romance, Lovin&#39; The Crew, "
