Title,Artist,Description,Removed,"Other artists on this station","Similar stations"
"Prince Radio","Prince","Hear songs by Prince, 3rdeyegirl, The Time, 94 East, and more.","","3rdeyegirl, The Time, 94 East, Sheila E., Terence Trent D&#39;Arby, The Jackson 5, Morris Day, Michael Jackson, André Cymone, fDeluxe, Jesse Johnson, Fdeluxe, The Eaton Canyon Royal Ensemble, Stevie Wonder, Andy Allo, Chaka Khan, Rick James, ","His Name Is Prince, Prince Dance Party, Jheri Curl Funk, Celebrating Prince, Let&#39;s Groove: &#39;80s R&amp;B Party, Gotta Get Up to Get Down, Up All Night with Nile Rodgers, Block Party of Decades Past, The World of Rick James, Celebrating George Michael, Essential &#39;80s R&amp;B, Motown in the &#39;70s, Soul Experimentalism, Soul Glo, Michael Jackson Dance Party, Nuthin&#39; but a G Thang, "
