Title,Artist,Description,Removed,"Other artists on this station","Similar stations"
"The Like Radio","The Like","Hear songs by The Like, The Pipettes, Ida Maria, Tilly And The Wall, and more.","","The Pipettes, Ida Maria, Tilly And The Wall, Morningwood, Donora, Lucky Soul, Anya Marina, The Long Blondes, Lissy Trullie, The Eames Era, Jemina Pearl, The Chalets, Persephone&#39;s Bees, Uh Huh Her, Jenny and Johnny, The Bird and the Bee, Be Your Own Pet, ","Just Jenny Lewis, Twee Pop Essentials, Midnight A Go-Go: A Twee Pop Party, The World of Sleater-Kinney, Cool Grrrl Rock, Midlife Crisis Averted, The World of Scottish Indie, Retro Indie Rock, If Everybody Had An Ocean, Riot Grrrl, White Wine Folk, A Case of Neko, Stitch &#39;n Bitch, &#39;00s Canadian Indie Scene, Cool Like Debbie Harry, The Bright Lights of &#39;00s NYC, "
