Title,Artist,Description,Removed,"Other artists on this station","Similar stations"
"Teena Marie Radio","Teena Marie","Hear songs by Teena Marie, Phyllis Hyman, Stephanie Mills, The Whispers, and more.","","Phyllis Hyman, Stephanie Mills, The Whispers, Con Funk Shun, Cameo, Cherrelle, L.T.D., The Gap Band, Atlantic Starr, Angela Winbush, Teddy Pendergrass, Kashif, Chaka Khan, Angela Bofill, The O&#39;Jays, Maze, The Emotions, ","Block Party of Decades Past, Philly Soul Soothers, Tenors of Soul, Nuthin&#39; but a G Thang, Jheri Curl Funk, Feeling Sassy, New York Dance Floor Classics, Classic Hip Hop: The Samples, God is a DJ: The Loft &amp; Paradise Garage, Soul Experimentalism, Funky Aretha, Birth of the Slow Jam, The Quiet Storm, Cosmic Funk, Gotta Get Up to Get Down, Disco Inferno, "
