Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Sunny Side Up Morning","By Google Play Music","Ease into the day with these bright and airy tunes from the &#39;60s and &#39;70s, plus newer songs inspired by that same lighthearted style.","","Bob Dylan, The Byrds, Simon &amp; Garfunkel, The Beatles, Van Morrison, Jefferson Airplane, The Hollies, The Lovin&#39; Spoonful, Donovan, Dr. Dog, Art Garfunkel, The Beach Boys, The Band, The Mamas &amp; the Papas, The Lumineers, Paul Simon, ","&#39;60s Folk Rock, Acoustic Campfire, Sunday Morning Coming Down, Your Songs: Singer-Songwriter Classics, Classic Rock Relaxation, Fireside Folk, Classic Sunny Afternoon, Legendary Jewish Singer-Songwriters, Cottage Bound, The Summer of Love, Father-Daughter Road Trip, Monterey Pop Festival 1967, Rainy Day People, The Greatest (Rock) Generation: &#39;67-&#39;69, Hipster-Approved Classic Rock, Late Night Classic Rock, "
