Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Prince Dance Party","By Google Play Music","Experience the sides of Prince in this mix of protégés, influences, like-minded contemporaries and side projects, all swirled together.","","Prince, Janet Jackson, Sly and the Family Stone, Sheila E., Madonna, The Time, The Rolling Stones, Rick James, Chaka Khan, Chic, Cameo, Cyndi Lauper, Queen, The Gap Band, Ready for the World, George Clinton, ","Gotta Get Up to Get Down, Let&#39;s Groove: &#39;80s R&amp;B Party, Celebrating Prince, Up All Night with Nile Rodgers, Jheri Curl Funk, Old-School Funk, Essential &#39;80s R&amp;B, Soul Glo, The World of Rick James, His Name Is Prince, Unexpected Best Night Ever, Motown in the &#39;70s, Fun &amp; Funky, Ladies Love This Playlist, Classic Disco Hits, Michael Jackson Dance Party, "
