Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"&#39;80s Alternative Radio","Google Play Music","Features popular &#39;80s Alternative songs including Duran Duran, The Cure, New Order, and more.","","Duran Duran, The Cure, New Order, Depeche Mode, Simple Minds, Tears for Fears, INXS, Talking Heads, Howard Jones, The Smiths, Billy Idol, Echo &amp; the Bunnymen, The Human League, David Bowie, Thompson Twins, A Flock Of Seagulls, ","Essential New Wave, Your Own John Hughes Movie, Crying On My Keyboards, Your Own &#39;80s Teen Comedy, Music From MTV&#39;s Golden Age (1981-1990), New Wave Dance Party, Shaun&#39;s Zombie Killers, Short Shorts &amp; Water Sports: &#39;80s Summer Pop, Classics from &#39;80s, &#39;80s One-Hit Wonders, The &#39;80s in 12 Inches, She Bop: Ladies of the &#39;80s, Pop Life in the &#39;80s, &#39;80s Prom Dance, Dancing With Myself, Heavenly &#39;80s, "
