Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Wind Me Up","By Google Play Music","Sometimes edgy, and sometimes nostalgic, this intriguingly eclectic collection of &quot;wind up&quot; songs will always surprise and delight.","","SBTRKT, Goldfrapp, Gorillaz, Daft Punk, Beck, M.I.A., Madonna, David Bowie, Talking Heads, Soft Cell, Broken Bells, Santigold, Lykke Li, Röyksopp, Caribou, Janet Jackson, ","Where Are Your Friends Tonight?, &#39;00s Indie Dance Party, Better by the Pound, The World of HAIM, Soaring Morning, Indietronica Essentials, Summer Luxe, The World of LCD Soundsystem, Play It Cool, Dance Party Down Under, Crowd-Pleasing Indie, Harder Better Faster Stronger, Rich Girl Pop, Gettin&#39; Synthy With It, &#39;00s Indie Rock Scene, The Perfect Drive, "
