Title,Artist,Description,Removed,"Other artists on this station","Similar stations"
"Java Radio","Java","Hear songs by Java, Mano Solo, Les Hurlements d&#39;Léo, La Tordue, and more.","","Mano Solo, Les Hurlements d&#39;Léo, La Tordue, Jim Murple Memorial, Fabulous Trobadors, Têtes Raides, Les Blérots De R.A.V.E.L., R.Wan, Mon côté punk, Karpatt, Debout sur le Zinc, Alexis HK, Bumcello, Percubaba, Les Wriggles, Sanseverino, Les Blaireaux, ","Un Air de (Franco)Folie, Delicate French Songs, &#39;60s French Pop, French Hip Hop: La Deuxième Partie, French Hip Hop, Francophone Party Rock, L&#39;Histoire de French Electronica, 1960s Girls Around The World, Francophone Wave, The Balkans and Beyond, The Afrobeat Goes On, Electro-Swing, In the Euro Hotel Lounge, Soothing Québecois Voices, Fire, Sand &amp; Blood, Essential Turntablism, "
