Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Essential New Wave","By Google Play Music","One of the most eclectic sub-genres in rock music that defined pop music in the early 1980s.","","The Cars, A Flock Of Seagulls, Cyndi Lauper, Culture Club, Eurythmics, Men at Work, The Go-Go&#39;s, The Cure, Thompson Twins, Talking Heads, Duran Duran, Jack Hues, Wang Chung, Depeche Mode, ABC, The Knack, ","Music From MTV&#39;s Golden Age (1981-1990), Short Shorts &amp; Water Sports: &#39;80s Summer Pop, Classics from &#39;80s, Your Own John Hughes Movie, &#39;80s One-Hit Wonders, Your Own &#39;80s Teen Comedy, Pop Life in the &#39;80s, &#39;80s Prom Dance, &#39;80s Pop-Rock Hits, &#39;80s Dance Hits, Feelin&#39; Good in the &#39;80s, Marty&#39;s &#39;80s Mixtape, Crying On My Keyboards, Headbands &amp; Legwarmers: &#39;80s Workout, &#39;80s Sing-Alongs, She Bop: Ladies of the &#39;80s, "
