Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Welcome Back (Theme from Welcome Back, Kotter) Radio","John Sebastian","Hear songs by John Sebastian, The Lovin&#39; Spoonful, The Rascals, The Cowsills, and more.","","The Lovin&#39; Spoonful, The Rascals, The Cowsills, Seals and Crofts, Johnny Rivers, The Turtles, The Association, John Sebastian, Paul Revere &amp; The Raiders, Tommy James &amp; The Shondells, Graham Nash, Poco, The Youngbloods, Ringo Starr, The Hollies, Spanky and Our Gang, ","&#39;70s Blue-Eyed Soul, Leap Back: Hits From 1976, Peaceful, Easy Feeling, Summer Breeze: Yacht Rock Classics, Motown in the &#39;70s, Motown in the &#39;70s, It’s Your Wedding Day!, Boogie Nights Pool Party, &#39;70s Lite Hits, Beatlesque, &#39;70s Soft Pop, Cottage Bound, Sunny Fall Day, Rustic Rock Hangout, Prince Dance Party, Unexpected Best Night Ever, "
