Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Feelin&#39; Good in the &#39;90s","By Google Play Music","Radio-friendly &#39;90s alt-rock and soul groups and their happiest hits.","","Gin Blossoms, No Doubt, The Wallflowers, Sixpence None the Richer, Alanis Morissette, Blues Traveler, Green Day, Nina Persson, The Cardigans, Mariah Carey, The Smashing Pumpkins, Spin Doctors, Third Eye Blind, Counting Crows, The Proclaimers, Ace of Base, ","&#39;90s Pop-Rock Hits, &#39;90s One-Hit Wonders, Happy in The Alt-Rock &#39;90s, For Shame: &#39;80s &amp; &#39;90s Guilty Pleasures, Buns of Steel: &#39;90s Workout, Grammys&#39; Guilty Pleasures, Never-Ending &#39;90s Hits, Leap Back: Hits From 1996, The Grammys in the &#39;90s, &#39;90s Sing-Alongs, SoCal Summer Classics, Songs From &#39;Dawson&#39;s Creek&#39;, Ultimate &#39;90s Party, Dive Bar Karaoke, Classic Feel-Good Pop, Karaoke Classics, "
