Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Michael Jackson Dance Party","By Google Play Music","The story of the King of Pop as it plays out on the dancefloor, with his own anthems, hits by his closest contemporaries in the 70s disco scene and by those who follow, bravely, his mesmerizing footsteps.","","Michael Jackson, The Jackson 5, Prince, Justin Timberlake, Stevie Wonder, Janet Jackson, Mark Ronson, Jason Derulo, The Weeknd, Daft Punk, Robin Thicke, Deniece Williams, SWV, A Boogie wit da Hoodie, Lipps Inc, Usher, ","Fun &amp; Funky, Bust a Move, Celebrating Prince, Soul Glo, Ladies Love This Playlist, Let&#39;s Groove: &#39;80s R&amp;B Party, The World of Rick James, Punchbowl Pop Throwbacks, Essential &#39;80s R&amp;B, Wedding Party Walk Out , Funky &amp; Sweet: R&amp;B Wedding Reception, Impromptu Patio Party!, Dancing Into Spring, Celebrating Michael, Ultimate Karaoke Party, Disco Sweat, "
