Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Feelin&#39; Good in the &#39;80s","By Google Play Music","Recapture the carefree feeling of the 80s with a mix of irresistible pop hits, from R&amp;B sing-alongs to neon-tinted new wave.","","Prince, Journey, a-ha, Michael Jackson, Whitney Houston, Van Halen, Wham!, Rick Springfield, Hall &amp; Oates, Cyndi Lauper, Tears for Fears, George Michael, Men at Work, Fine Young Cannibals, Toto, Tom Petty, ","&#39;80s Pop-Rock Hits, &#39;80s Sing-Alongs, Pop Life in the &#39;80s, &#39;80s Prom Dance, &#39;80s Biggest Hits, Classics from &#39;80s, Music From MTV&#39;s Golden Age (1981-1990), Short Shorts &amp; Water Sports: &#39;80s Summer Pop, Headbands &amp; Legwarmers: &#39;80s Workout, &#39;80s Wedding Dance Party, &#39;80s Dance Hits, &#39;80s Training Montage, Leap Back: Hits From 1988, &#39;80s One-Hit Wonders, Marty&#39;s &#39;80s Mixtape, Hit Songs from &#39;80s Movies, "
