Title,Artist,Description,Removed,"Artists on this station","Similar stations"
"Sunshine Indie","By Google Play Music","Bring a little sunshine into your day with these upbeat and outrageously catchy indie tunes.","","Two Door Cinema Club, Vacationer , Future Generations, Upsahl, Blossoms, Born Ruffians, Phoenix, The Colourist, Islandis, Circa Waves, Roosevelt, Yoke Lore, The Gentlemen of the Hall, Empire of The Sun, JR JR, Dwntwn, ","Epic Indie Motivation, Chill Indie Beats, Midnight City, Mellow Indie, Mellow Alternative, Songs with Palms, Indie Makeout, Dream Pop, Summer Fridays, Top Indie of 2018, Forever Neon, Proud Indie, Beach Cruiser Indie Pop, Indie under the Sheets, Coachella 2019: Indie, Another Lonely Night in New York, "
