Title,Album,Artist,Duration (ms),Rating,Play Count,Removed
"I Can&#39;t Go for That (No Can Do) (Remastered)","The Very Best Of Daryl Hall &amp; John Oates","Hall &amp; Oates","309000","5","13",""
